Başlık,Fiyat,Şehir,İlçe,Mahalle,Konut Tipi,Oda Sayısı,Banyo Sayısı,Kat,Kat Sayısı,Bina Yaşı,Isınma Tipi,Eşya Durumu,Yapı Tipi,Yapının Durumu,Aidat,Depozito,Yakıt Tipi,Link,Brüt m2,Net m2,Konut Tipi Encoded,İlçe Encoded,Mahalle Encoded,Isınma Tipi Encoded,Yakıt Tipi Encoded,Yapı Tipi Encoded,Yapının Durumu Encoded,Cephe_Kuzey,Cephe_Güney,Cephe_Doğu,Cephe_Batı,Cephe_Bilinmiyor
ELİZ'DEN NİŞANTAŞI TOPAĞACINDA BAHÇE KEYFİ FULL EŞYALI KİRALIK,55000,0,Şişli,Teşvikiye Mah.,Daire,3,2,-1.0,7.0,30,Merkezi,1,Betonarme,İkinci El,3850,82500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/daire/77929-2982,135,110,0,59910.485869565215,156615.8536585366,6,1,0,2,1,1,0,0,0
SEYRANTEPEDE KİRALIK DAİRE,28000,0,Kağıthane,Seyrantepe Mah.,Daire,1,1,2.0,6.0,14,Kombi,1,Betonarme,İkinci El,2435,56000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-seyrantepe-kiralik/daire/67980-1442,50,30,0,44238.3578125,32192.98245614035,5,1,0,2,1,1,1,1,0
AREN EMLAK | EŞYALI Amerikan mutfaklı Ana caddeye yakın Balkonlu 1+1 Kombili Yüksek giriş daire.,20000,0,Ataşehir,İçerenköy Mah.,Daire,2,1,0.5,3.0,19,Kombi,1,Betonarme,İkinci El,1400,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-atasehir-icerenkoy-kiralik/daire/67193-1274,55,50,0,37048.9847715736,29602.5641025641,5,1,0,2,0,1,1,1,0
Fulya'da Cevahir karşısı 1 +1 kiralık daire,50000,0,Şişli,Fulya Mah.,Daire,2,1,0.5,5.0,4,Kombi,0,Betonarme,Sıfır,250,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-fulya-kiralik/daire/13582-2806,80,75,0,59910.485869565215,64472.51648351648,5,1,0,1,0,0,1,1,0
*KATTA TEK 3 BALKONLU YALITIMLI ULAŞIM SÜPER FERAH 2+1!,17250,0,Kartal,Hürriyet Mah.,Daire,3,2,1.0,3.0,22,Kombi,0,Betonarme,İkinci El,1208,25875,Doğalgaz,https://www.hepsiemlak.com/istanbul-kartal-hurriyet-kiralik/daire/102386-2335,110,105,0,37055.555555555555,25219.23076923077,5,1,0,2,0,1,1,1,0
K.ÇEKMECE FATİH MH. KİRALIK DAİRE 2+1,25000,0,Küçükçekmece,Fatih Mah.,Daire,3,1,1.0,10.0,4,Kombi,0,Betonarme,İkinci El,450,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-fatih-kiralik/daire/107912-480,85,80,0,23117.786516853932,22742.25352112676,5,1,0,2,0,0,0,1,0
Berk emlaktan beyoglu Omer hayyamda studyo esyali daire.,13000,0,Beyoğlu,Kamer Hatun Mah.,Daire,1,1,0.5,4.0,25,Kombi,1,Diğer,Sıfır,910,12500,Doğalgaz,https://www.hepsiemlak.com/istanbul-beyoglu-kamer-hatun-kiralik/daire/49933-3021,21,20,0,46264.72451790634,21285.714285714286,5,1,1,1,0,0,0,0,1
ÜSKÜDAR SAHİLE YAKIN 3+1 160m2 DENİZ MANZARALI KİRALIK DAİRE,65000,0,Üsküdar,Aziz Mahmut Hüdayi Mah.,Daire,4,2,4.0,4.0,25,Kombi,0,Betonarme,İkinci El,4550,65000,Doğalgaz,https://www.hepsiemlak.com/istanbul-uskudar-aziz-mahmut-hudayi-kiralik/daire/5167-1915,160,150,0,60316.66379310345,45906.25,5,1,0,2,1,1,0,0,0
FIRSAT ATA2. SİTESİNDE FUUL EŞYALI KİRALIK ARA KAT DAİRE,37000,0,Üsküdar,Yavuztürk Mah.,Daire,4,1,3.0,5.0,19,Merkezi,1,Betonarme,İkinci El,2590,55500,Doğalgaz,https://www.hepsiemlak.com/istanbul-uskudar-yavuzturk-kiralik/daire/71783-833,147,115,0,60316.66379310345,54000.0,6,1,0,2,0,1,0,0,0
KAĞITHANE ÇAĞLAYAN MAHALLESİ’NDE TERASLI 1+1 KİRALIK DAİRE,20000,0,Kağıthane,Çağlayan Mah.,Daire,2,1,4.0,4.0,8,Kombi,0,Betonarme,Sıfır,1400,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/120901-303,60,59,0,44238.3578125,23372.727272727272,5,1,0,1,0,0,0,0,1
Bulgurlu Merkezde Metroya Yakın Ara Kat Geniş 2+1 Daire,20000,0,Üsküdar,Bulgurlu Mah.,Daire,3,1,0.5,4.0,30,Soba,0,Betonarme,İkinci El,1400,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-uskudar-bulgurlu-kiralik/daire/93181-5429,80,70,0,60316.66379310345,36496.55172413793,7,1,0,2,0,0,1,1,0
Silivri ATABEK Konutlarında Ön Cephe 2+1 Kiralık Daire,18500,0,Silivri,Yeni Mah.,Daire,3,1,2.0,6.0,3,Merkezi,0,Betonarme,İkinci El,1295,27750,Doğalgaz,https://www.hepsiemlak.com/istanbul-silivri-yeni-kiralik/daire/73493-2568,89,75,0,32255.31914893617,28324.324324324323,6,1,0,2,0,0,1,0,0
KAVACIK OTAĞTEPE DÖRTYOLDA 150 M2 3+1 KİRALIK KEYİFLİ DAİRE,40000,0,Beykoz,Kavacık Mah.,Daire,4,1,5.0,6.0,20,Kombi,0,Betonarme,İkinci El,2800,60000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-kavacik-kiralik/daire/71576-7055,160,150,0,80924.95317725753,28868.830508474577,5,1,0,2,0,1,0,0,0
GÜLTEPE’DE KİRALIK EŞYALI 2+1 DAİRE 80m2 GENİŞ TERASLI METROBÜS DİBİ,25000,0,Küçükçekmece,Gültepe Mah.,Daire,3,1,3.0,3.0,20,Kombi,1,Betonarme,İkinci El,100,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-gultepe-kiralik/daire/140643-351,90,80,0,23117.786516853932,22023.529411764706,5,1,0,2,0,1,1,0,0
ÇEKMEKÖY SOĞUKPINAR'DA SİTE İÇERİSİNDE KİRALIK 2+1,22500,0,Çekmeköy,Taşdelen Mah.,Daire,3,1,0.0,5.0,8,Kombi,0,Betonarme,İkinci El,1575,22500,Doğalgaz,https://www.hepsiemlak.com/istanbul-cekmekoy-tasdelen-kiralik/daire/134985-1544,65,60,0,42188.88888888889,28666.666666666668,5,1,0,2,0,1,1,0,0
"FİDAN'DAN GÖZTEPE DE, MARMARAY YAKINI, 3+1 BAKIMLI KİRALIK DAİRE",50000,0,Kadıköy,Göztepe Mah.,Daire,4,1,5.0,9.0,40,Merkezi,0,Betonarme,İkinci El,1500,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-kiralik/daire/23474-34236,145,120,0,66851.20439560439,57543.47826086957,6,1,0,2,0,1,0,0,0
BAHÇELİEVLER BAHÇELİ NİZAMDA SIFIR BİNADA KİRALIK DAİRE,45000,0,Bahçelievler,Bahçelievler Mah.,Daire,3,1,1.0,4.0,0,Kombi,0,Betonarme,Sıfır,1000,90000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/21218-4701,70,65,0,30662.31279620853,49116.438356164384,5,1,0,1,0,1,0,0,0
GÜNGÖREN TOZKOPARAN MAH .KİRALIK EŞYALI 3+1 145 m² MASRAFSIZ DAİRE,50000,0,Güngören,Tozkoparan Mah.,Daire,4,2,6.0,10.0,25,Kombi,1,Betonarme,İkinci El,3500,100000,Doğalgaz,https://www.hepsiemlak.com/istanbul-gungoren-tozkoparan-kiralik/daire/119373-1697,145,130,0,109940.78947368421,25181.81818181818,5,1,0,2,0,0,1,1,0
PENDİK'TE ANKARA CADDESİ ORFA YAPI PROJESİNDE 1+1 SIFIR KİRALIK,30000,0,Pendik,Velibaba Mah.,Daire,2,1,9.0,9.0,0,Merkezi,0,Betonarme,Sıfır,2100,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-pendik-velibaba-kiralik/daire/155606-25,70,50,0,26993.649253731342,24142.85714285714,6,1,0,1,1,0,1,1,0
DELUXIA PALACE ATAŞEHİR WATERGARDEN CEPHE KİRALIK KONUT 1+1,35000,0,Ataşehir,Barbaros Mah.,Residence,2,1,3.0,18.0,13,Merkezi,0,Betonarme,İkinci El,4822,70000,Doğalgaz,https://www.hepsiemlak.com/istanbul-atasehir-barbaros-kiralik/residence/6181-22820,58,45,2,37048.9847715736,47780.0,6,1,0,2,1,0,0,0,0
TOPRAKTAN TARİHİ SEMT RASİMPAŞA'DA 2+1 HARİKA KONUMDA MASRAFSIZ,35000,0,Kadıköy,Rasimpaşa Mah.,Daire,3,1,3.0,4.0,30,Kombi,0,Betonarme,İkinci El,2450,35000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-rasimpasa-kiralik/daire/139509-245,90,65,0,66851.20439560439,34868.42105263158,5,1,0,2,0,1,0,0,0
GAYRETTEPE MERKEZDE 2+1 90 m2 1. KAT OTOPARKLI ÇİFT TUVALETLİ ÇİFT BALKONLU TEMİZ FERAH DAİRE,38000,0,Beşiktaş,Gayrettepe Mah.,Daire,3,2,1.0,7.0,42,Merkezi,0,Betonarme,İkinci El,1840,38000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-kiralik/daire/22543-3531,90,80,0,145577.30544993663,50673.4693877551,6,1,0,2,0,0,1,0,0
BAŞIBÜYÜK'DE ARA KAT GÜNEY CEPHE ÇİFT WC'Lİ 110m2 KİRALIK 3+1,14000,0,Maltepe,Başıbüyük Mah.,Daire,4,1,1.0,4.0,28,Kombi,0,Betonarme,İkinci El,50,28000,Doğalgaz,https://www.hepsiemlak.com/istanbul-maltepe-basibuyuk-kiralik/daire/4355-135740,110,95,0,36607.416267942586,24500.0,5,1,0,2,0,1,0,0,0
Tuzla Yayla Merkezde Site İçi Daire Naci Avcı dan,22000,0,Tuzla,Yayla Mah.,Daire,3,1,3.0,3.0,25,Kombi,0,Betonarme,İkinci El,1540,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-tuzla-yayla-kiralik/daire/77474-2546,100,90,0,38268.367647058825,31769.96,5,1,0,2,0,1,0,0,0
ÖNCÜ'DEN METROBÜSE YAKIN 2+1 TERASLI KİRALIK DAİRE,15000,0,Esenyurt,Güzelyurt Mah.,Daire,3,1,6.0,6.0,6,Kombi,0,Betonarme,İkinci El,1050,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-kiralik/daire/132292-999,90,80,0,20686.823529411766,107975.0,5,1,0,2,0,1,0,0,0
Green Pine Residence Full Eşyalı Manzaralı 64 m2 7. Kat 1+1,36500,0,Sarıyer,Ayazağa Mah.,Daire,2,1,7.0,12.0,9,Kombi,1,Betonarme,İkinci El,3200,74000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-ayazaga-kiralik/daire/137669-398,64,50,0,110185.8286163522,111449.20634920635,5,1,0,2,0,0,1,0,0
"Dikilitaş'ta Mükemmel Bahçe Katı, 2+1, Kombili, Çok Ferah, Aydınlık, Tertemiz Daire",24000,0,Beşiktaş,Dikilitaş Mah.,Daire,3,1,-1.0,6.0,35,Kombi,0,Betonarme,İkinci El,150,24000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/85060-814,90,84,0,145577.30544993663,66601.35135135135,5,1,0,2,0,1,1,0,0
Kartal Dap Adam Kule Sitesinde Full Eşyalı 1+1 Marmaray ve Metro Yanı Kiralık,35000,0,Kartal,Cevizli Mah.,Daire,2,1,12.0,35.0,7,Merkezi,1,Betonarme,İkinci El,2450,52500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kartal-cevizli-kiralik/daire/140441-117,85,65,0,37055.555555555555,37020.833333333336,6,1,0,2,0,1,0,1,0
ÇAPA ŞEHREMİN'DE 2+1 2.KAT KİRALIK DAİRE,20000,0,Fatih,Şehremini Mah.,Daire,3,1,2.0,5.0,40,Kombi,0,Betonarme,İkinci El,1400,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-sehremini-kiralik/daire/146967-108,90,85,0,22015.514588859416,21000.0,5,1,0,2,0,0,0,0,1
MERAL R6152 8 Yaş YENİ OTOPARKLI Asansörlü Binada Ön Köşe 1+1,25000,0,Küçükçekmece,Cennet Mah.,Daire,2,1,1.0,4.0,4,Kombi,0,Betonarme,İkinci El,200,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-kiralik/daire/73663-5820,68,65,0,23117.786516853932,23543.478260869564,5,1,0,2,1,0,1,0,0
BOZKURT CAD.3.ADA 3+1 110m2 2.KAT,35000,0,Şişli,Feriköy Mah.,Daire,4,1,2.0,5.0,30,Kombi,0,Betonarme,İkinci El,200,35000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-ferikoy-kiralik/daire/139911-277,120,110,0,59910.485869565215,44650.0,5,1,0,2,0,0,0,0,1
NEZİH TOWERS'TA 2+1/60m² AMERİKAN MUTFAKLI ARAKAT KİRALIK DAİRE,35500,0,Ümraniye,Tatlısu Mah.,Daire,3,1,5.0,14.0,11,Merkezi,0,Betonarme,İkinci El,3900,35500,Doğalgaz,https://www.hepsiemlak.com/istanbul-umraniye-tatlisu-kiralik/daire/3995-26611,60,50,0,33681.29770992367,40833.333333333336,6,1,0,2,0,0,0,0,1
KOYUYEŞİLDEN YENİ AXİS AVM 300MT OKUL CADDESIN ASANSÖRLÜ,23000,0,Kağıthane,Yahya Kemal Mah.,Daire,3,1,2.0,4.0,3,Kombi,0,Betonarme,İkinci El,200,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-yahya-kemal-kiralik/daire/43996-24354,90,70,0,44238.3578125,19759.25925925926,5,1,0,2,0,1,1,0,0
Esenyurt namık kemal Saadetderede kiralık geniş manzaralı daire,17950,0,Esenyurt,Namık Kemal Mah.,Daire,3,2,0.5,3.0,15,Kombi,0,Betonarme,İkinci El,250,18000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-namik-kemal-kiralik/daire/692384-313,100,90,0,20686.823529411766,23515.384615384617,5,1,0,2,1,1,1,1,0
Kiralık 2+1 Marmaraya yakın Ön cephede 95m2 Daire,35000,0,Pendik,Yeni Mah.,Daire,3,1,5.0,6.0,11,Kombi,0,Betonarme,İkinci El,300,35000,Doğalgaz,https://www.hepsiemlak.com/istanbul-pendik-yeni-kiralik/daire/132166-313,105,95,0,26993.649253731342,28324.324324324323,5,1,0,2,0,1,1,1,0
TUŞBA EMLAK'TAN 2+1 100 m2 SİTE İÇİN'DE OTOPARKLI KİRALIK DAİRE,17500,0,Esenyurt,Akevler Mah.,Daire,3,2,0.0,5.0,13,Kombi,0,Betonarme,İkinci El,200,17500,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-akevler-kiralik/daire/19884-4,110,100,0,20686.823529411766,20562.5,5,1,0,2,0,1,1,1,0
"HAMİDİYE'DE KAPALI GARAJLI,ASANSÖRLÜ BİNADA FUL MOBİLYALI !!!",48000,0,Kağıthane,Hamidiye Mah.,Daire,4,2,1.0,9.0,26,Kombi,1,Betonarme,İkinci El,1000,72000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-hamidiye-kiralik/daire/5227-4233,155,145,0,44238.3578125,44712.475,5,1,0,2,1,0,1,1,0
MECİDİYEKÖY MEYDANA 10 DK. YOKUŞSUZ,21000,0,Şişli,Gülbahar Mah.,Daire,3,1,3.0,6.0,20,Kombi,0,Betonarme,İkinci El,200,21000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/130884-372,85,80,0,59910.485869565215,24218.3908045977,5,1,0,2,0,1,1,0,0
Fenerbahçe Dalyan’da Denize 6.Bina 8.kat 2+1 Lux daire,80000,0,Kadıköy,Fenerbahçe Mah.,Daire,3,1,8.0,12.0,6,Kombi,0,Betonarme,İkinci El,2500,160000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-fenerbahce-kiralik/daire/5630-6402,85,70,0,66851.20439560439,96750.0,5,1,0,2,1,0,1,1,0
KAĞITHANE ORTABAYIRDA(2+1) KİRALIK DAİRE KARADAğ GAYRIMENKUL DEN,23000,0,Kağıthane,Ortabayır Mah.,Daire,3,1,3.0,4.0,28,Kombi,0,Betonarme,İkinci El,150,23000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/18825-2785,110,100,0,44238.3578125,29739.130434782608,5,1,0,2,0,1,0,0,0
KİREÇBURNUNDA DENIZ MANZARALI 1+1 90 METREKARE KİRALIK DAİRE,29000,0,Sarıyer,Kireçburnu Mah.,Daire,2,1,5.0,5.0,30,Kombi,0,Betonarme,İkinci El,500,29000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-kirecburnu-kiralik/daire/22872-4651,90,80,0,110185.8286163522,74210.0,5,1,0,2,0,1,1,0,0
İSTİNYE BOĞAZİÇİ SİTESİ' NDE 3+1 ÇATI DUBLEKS DAİRE,45000,0,Sarıyer,İstinye Mah.,Daire,4,2,4.0,5.0,27,Kombi,0,Betonarme,İkinci El,2250,45000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-istinye-kiralik/daire/4503-1613,148,135,0,110185.8286163522,99150.0,5,1,0,2,0,0,0,0,1
EVSEN İNŞAAT'TAN 221 FATİH ALİ FAKİH CADDESİ 1+1 60M2 YÜKSEK GİRİŞ KATI ÇİFT CEPHE KAPALI BALKONLU,13000,0,Fatih,Sümbül Efendi Mah.,Daire,2,1,0.5,3.0,30,Kombi,0,Betonarme,İkinci El,910,13000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-sumbul-efendi-kiralik/daire/35277-10354,65,60,0,22015.514588859416,18841.304347826088,5,1,0,2,0,0,0,0,1
PERSAdan YEŞİLKÖY MERKEZ YAKIN YENİ BİNA 3+1 140m2 KİRALIK DAİRE,90000,0,Bakırköy,Yeşilköy Mah.,Daire,4,2,2.0,4.0,3,Kombi,0,Betonarme,İkinci El,6300,135000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-yesilkoy-kiralik/daire/31383-7757,140,120,0,157770.20547945207,76651.51515151515,5,1,0,2,0,1,1,1,0
DESTAN-987-K.M.PAŞA-TAM-MERKEZDE-CD-ÜSTÜ-1+1-ORT-4-KAT-70m2-KOMBİ-BOYALI-AİLEYE-1-2 VASIFLI-ÇALIŞANA,15000,0,Fatih,Silivrikapı Mah.,Daire,2,1,0.5,6.0,45,Kombi,0,Betonarme,İkinci El,80,22500,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-silivrikapi-kiralik/daire/35850-3616,70,63,0,22015.514588859416,19208.333333333332,5,1,0,2,0,0,0,0,1
DİAMOND DAN MAYA KEMER EVLERİ 2.ETAPTA 123 m2 2+1 SIFIR DAİRE,85000,0,Eyüpsultan,Mimar Sinan Mah.,Daire,3,2,0.0,3.0,1,Yerden Isıtma,0,Betonarme,Sıfır,11560,160000,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-mimar-sinan-kiralik/daire/33208-5752,123,87,0,65489.622641509435,45393.44262295082,8,1,0,1,0,1,0,0,0
F-L EMLAKTAN SANCAKTEPE ATA YOLU CADDEDE 3+1 165 M2 GENİŞ DUBLEKS TERASLI,33000,0,Sancaktepe,Abdurrahmangazi Mah.,Daire,4,2,4.0,4.0,2,Kombi,0,Betonarme,İkinci El,150,35000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sancaktepe-abdurrahmangazi-kiralik/daire/120150-2285,185,165,0,28121.186440677968,35232.142857142855,5,1,0,2,0,1,0,0,0
Başakşehir 1.Etap 2+1 85 m2 KİRALIK DAİRE,21000,0,Başakşehir,Başakşehir Mah.,Daire,3,1,5.0,10.0,30,Merkezi,0,Betonarme,İkinci El,1125,21000,Doğalgaz,https://www.hepsiemlak.com/istanbul-basaksehir-basaksehir-kiralik/daire/45799-2919,85,80,0,36569.34306569343,24125.0,6,1,0,2,0,1,0,0,0
RIFAT EMLAKTAN KAPIAĞASI DURAĞINA ÇOK YAKIN 2.KAT 90m2 2 ODA 1 SALON DAİRE,20000,0,Üsküdar,Zeynep Kamil Mah.,Daire,3,1,2.0,4.0,35,Kombi,0,Betonarme,İkinci El,1400,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-uskudar-zeynep-kamil-kiralik/daire/26974-443,91,90,0,60316.66379310345,24163.414634146342,5,1,0,2,0,0,0,0,1
Mall Of İstanbul Rezidans Kiralık 1+0 Stüdyo Daire,23000,0,Başakşehir,Ziya Gökalp Mah.,Daire,1,1,18.0,32.0,7,Merkezi,0,Betonarme,İkinci El,3500,46000,Doğalgaz,https://www.hepsiemlak.com/istanbul-basaksehir-ziya-gokalp-kiralik/daire/24555-6609,48,40,0,36569.34306569343,39862.06896551724,6,1,0,2,1,0,1,0,0
YÜKSEL ÖNDER | Ihalmurdere Cad 2+1 100m2 Kiralık Konut-Ofis,30000,0,Beşiktaş,Sinanpaşa Mah.,Daire,3,1,1.0,5.0,40,Kombi,1,Betonarme,İkinci El,2100,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-sinanpasa-kiralik/daire/1217-6286,100,90,0,145577.30544993663,35545.454545454544,5,1,0,2,0,1,0,0,0
"Topağacı'nda Asansörlü Köşe Binada, 200m2 Bakımlı 3+1 Köşe Daire",85000,0,Şişli,Teşvikiye Mah.,Daire,5,2,2.0,5.0,35,Merkezi,0,Betonarme,İkinci El,2460,85000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/daire/2507-1805,200,180,0,59910.485869565215,156615.8536585366,6,1,0,2,0,1,1,1,0
"gayrettepede çok temiz boş daire konuta,işyerine",55000,0,Beşiktaş,Gayrettepe Mah.,Daire,4,2,1.0,5.0,40,Merkezi,0,Betonarme,İkinci El,1200,55000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-kiralik/daire/47614-6056,125,120,0,145577.30544993663,50673.4693877551,6,1,0,2,0,0,0,0,1
HARMANTEPE DE ANACADDE ÜZERİNDE EŞYALI 1+1 DAİRE,19500,0,Kağıthane,Harmantepe Mah.,Daire,2,1,4.0,5.0,29,Kombi,1,Betonarme,İkinci El,1365,29250,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-harmantepe-kiralik/daire/46376-2511,75,70,0,44238.3578125,17927.41935483871,5,1,0,2,1,1,1,1,0
Ftih Fındıkzade çukurbostana yakın1+1 temiz daire,17000,0,Fatih,Seyyid Ömer Mah.,Daire,2,1,2.0,4.0,40,Kombi,0,Betonarme,İkinci El,1190,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-kiralik/daire/73310-571,75,70,0,22015.514588859416,18869.04761904762,5,1,0,2,0,0,1,1,0
Başokur'dan Yenibosna Metro Ve Metrobüse Yakın 1+1 Kiralık Daire,18000,0,Bahçelievler,Zafer Mah.,Daire,2,1,-1.0,4.0,3,Kombi,0,Betonarme,İkinci El,1260,27000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bahcelievler-zafer-kiralik/daire/70388-5091,62,55,0,30662.31279620853,15750.0,5,1,0,2,0,1,0,0,0
ŞİŞLİ KURTULUŞ AKAĞALAR CADDESİ ÜZERİNDE EŞYALI FATURALAR DAHİL KİRALIK 1+1 DAİRE,18000,0,Şişli,Eskişehir Mah.,Daire,2,1,1.0,5.0,45,Kombi,1,Betonarme,İkinci El,100,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-eskisehir-kiralik/daire/40658-21537,45,35,0,59910.485869565215,23574.074074074073,5,1,0,2,0,1,0,0,0
İSTANBUL HAVALİMANI YAKINI HADIMKÖY 3+1 100M2 3.KAT SIFIR LUX DAİRELER,21000,0,Arnavutköy,Hadımköy Mah.,Daire,4,1,3.0,5.0,0,Kombi,0,Betonarme,Sıfır,300,21000,Doğalgaz,https://www.hepsiemlak.com/istanbul-arnavutkoy-hadimkoy-kiralik/daire/30863-9679,110,100,0,32852.5,16125.0,5,1,0,1,0,1,0,1,0
BEŞİKTAŞ GAYRETTEPE ' DE HERŞEY DAHİL 2+1 eşyalı daire,60000,0,Beşiktaş,Gayrettepe Mah.,Daire,3,1,5.0,7.0,15,Kombi,1,Betonarme,İkinci El,1,60000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-kiralik/daire/23180-5455,80,70,0,145577.30544993663,50673.4693877551,5,1,0,2,1,1,1,1,0
FOR RENT FURNiSHED APARTMENT iN TAKSİM KİRALIK EŞYALI 1+1 DAİRE,30000,0,Beyoğlu,Bostan Mah.,Daire,2,1,3.0,5.0,50,Kombi,1,Betonarme,İkinci El,150,60000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beyoglu-bostan-kiralik/daire/66277-4157,90,50,0,46264.72451790634,30000.0,5,1,0,2,1,0,1,0,0
KARTAL SOĞANLIKTA CADDEYE ÇOK YAKIN 2+1 KİRALIK EV,18000,0,Kartal,Gümüşpınar Mah.,Daire,3,1,0.5,3.0,27,Kombi,0,Betonarme,İkinci El,100,18,Doğalgaz,https://www.hepsiemlak.com/istanbul-kartal-gumuspinar-kiralik/daire/21016-3160,100,80,0,37055.555555555555,24700.0,5,1,0,2,1,1,1,0,0
BEYLİKDÜZÜ BİZİMKENT TE B TİPİ KONUMLU 3+1 KİRALIK DAİRE,43000,0,Beylikdüzü,Cumhuriyet Mah.,Daire,4,2,3.0,8.0,25,Merkezi,0,Betonarme,İkinci El,3850,85000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-kiralik/daire/5604-1636,176,146,0,40480.59071729958,38040.54054054054,6,1,0,2,1,0,1,1,0
M7 M11 METROLARINA KOMŞU OTOPARKLI ANKASTRELİ 2+1 KİRALIK DAİRE,27000,0,Kağıthane,Merkez Mah.,Daire,3,1,-1.0,7.0,6,Kombi,0,Betonarme,İkinci El,350,27000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/88293-2891,85,75,0,44238.3578125,68711.29707112971,5,1,0,2,0,1,1,1,0
SAHRAYICEDİT İNTAŞ KORUSUNDA AZ KATLI BİNADA FERAH 2 ODA SALON,35000,0,Kadıköy,Sahrayı Cedit Mah.,Daire,3,1,4.0,4.0,31,Kombi,0,Diğer,İkinci El,150,70000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-sahrayi-cedit-kiralik/daire/5735-809,70,60,0,66851.20439560439,53846.153846153844,5,1,1,2,1,1,1,1,0
TİAMO'DAN FUL EŞYALI CADDE ÜZERİNDE YENİ BİNADA (4 YAŞİNDA ) 1+1 60m KOMBİLİ,40000,0,Şişli,Mecidiyeköy Mah.,Daire,2,1,0.5,7.0,4,Kombi,1,Betonarme,Sıfır,400,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/80027-1263,60,50,0,59910.485869565215,34705.94059405941,5,1,0,1,0,0,0,0,1
Ortaköy Merkezde Çok Temiz 2+1 Daire,30000,0,Beşiktaş,Mecidiye Mah.,Daire,3,1,1.0,3.0,45,Kombi,0,Betonarme,İkinci El,450,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-mecidiye-kiralik/daire/10993-871,90,76,0,145577.30544993663,38944.40740740741,5,1,0,2,0,0,0,0,1
